filename,order,species,class
anseriformes_branta_bernicla_00018.jpg,Anseriformes,Branta Bernicla,Branta sp.
passeriformes_phylloscopus_collybita_00056.jpg,Passeriformes,Phylloscopus Collybita,Phylloscopus Collybita
accipitriformes_circus_cyaneus_00071.jpg,Accipitriformes,Circus Cyaneus,Circus Cyaneus
passeriformes_bombycilla_garrulus_00018.jpg,Passeriformes,Bombycilla Garrulus,Bombycilla Garrulus
charadriiformes_actitis_hypoleucos_00010.jpg,Charadriiformes,Actitis Hypoleucos,Actitis Hypoleucos
anseriformes_melanitta_americana_00015.jpg,Anseriformes,Melanitta Americana,Melanitta sp.
accipitriformes_aquila_nipalensis_00060.jpg,Accipitriformes,Aquila Nipalensis,Aquila Nipalensis
galliformes_lagopus_lagopus_00011.jpg,Galliformes,Lagopus Lagopus,Phasianidae
passeriformes_setophaga_pinus_00008.jpg,Passeriformes,Setophaga Pinus,Setophaga sp.
anseriformes_polysticta_stelleri_00025.jpg,Anseriformes,Polysticta Stelleri,Anatidae
charadriiformes_calidris_canutus_00002.jpg,Charadriiformes,Calidris Canutus,Calidris Canutus
passeriformes_regulus_regulus_00033.jpg,Passeriformes,Regulus Regulus,Regulus Regulus
cuculiformes_cuculus_canorus_00059.jpg,Cuculiformes,Cuculus Canorus,Cuculus Canorus
gaviiformes_gavia_adamsii_00052.jpg,Gaviiformes,Gavia Adamsii,Gavia Adamsii
anseriformes_mareca_sibilatrix_00000.jpg,Anseriformes,Mareca Sibilatrix,Mareca sp.
anseriformes_anas_zonorhyncha_00037.jpg,Anseriformes,Anas Zonorhyncha,Anas Zonorhyncha
galliformes_phasianus_colchicus_00139.jpg,Galliformes,Phasianus Colchicus,Phasianus Colchicus
charadriiformes_larus_canus_00054.jpg,Charadriiformes,Larus Canus,Larus Canus
passeriformes_spinus_psaltria_00061.jpg,Passeriformes,Spinus Psaltria,Spinus Psaltria
passeriformes_spodiopsar_cineraceus_00001.jpg,Passeriformes,Spodiopsar Cineraceus,Sturnidae
charadriiformes_haematopus_ostralegus_00168.jpg,Charadriiformes,Haematopus Ostralegus,Haematopus Ostralegus
charadriiformes_haematopus_ostralegus_00201.jpg,Charadriiformes,Haematopus Ostralegus,Haematopus Ostralegus
strigiformes_glaucidium_passerinum_00005.jpg,Strigiformes,Glaucidium Passerinum,Strigidae
piciformes_dendrocopos_syriacus_00029.jpg,Piciformes,Dendrocopos Syriacus,Dendrocopos sp.
procellariiformes_calonectris_diomedea_00012.jpg,Procellariiformes,Calonectris Diomedea,Calonectris Diomedea
strigiformes_asio_flammeus_00109.jpg,Strigiformes,Asio Flammeus,Asio Flammeus
anseriformes_anser_rossii_00005.jpg,Anseriformes,Anser Rossii,Anatidae
passeriformes_carduelis_carduelis_00294.jpg,Passeriformes,Carduelis Carduelis,Carduelis Carduelis
anseriformes_callonetta_leucophrys_00025.jpg,Anseriformes,Callonetta Leucophrys,Callonetta Leucophrys
passeriformes_bombycilla_cedrorum_00043.jpg,Passeriformes,Bombycilla Cedrorum,Bombycilla Cedrorum
galliformes_tetraogallus_himalayensis_00024.jpg,Galliformes,Tetraogallus Himalayensis,Phasianidae
passeriformes_turdus_philomelos_00049.jpg,Passeriformes,Turdus Philomelos,Turdus Philomelos
accipitriformes_accipiter_gentilis_00258.jpg,Accipitriformes,Accipiter Gentilis,Accipiter Gentilis
passeriformes_lamprotornis_caudatus_00012.jpg,Passeriformes,Lamprotornis Caudatus,Lamprotornis sp.
charadriiformes_larus_cachinnans_00080.jpg,Charadriiformes,Larus Cachinnans,Larus Cachinnans
charadriiformes_pluvialis_squatarola_00187.jpg,Charadriiformes,Pluvialis Squatarola,Pluvialis Squatarola
strigiformes_bubo_bubo_00055.jpg,Strigiformes,Bubo Bubo,Bubo Bubo
piciformes_dendrocopos_medius_00048.jpg,Piciformes,Dendrocopos Medius,Dendrocopos Medius
piciformes_dendrocopos_major_00130.jpg,Piciformes,Dendrocopos Major,Dendrocopos Major
columbiformes_columba_palumbus_00049.jpg,Columbiformes,Columba Palumbus,Columba Palumbus
piciformes_picus_awokera_00015.jpg,Piciformes,Picus Awokera,Picidae
anseriformes_clangula_hyemalis_00032.jpg,Anseriformes,Clangula Hyemalis,Clangula Hyemalis
passeriformes_coracina_novaehollandiae_00028.jpg,Passeriformes,Coracina Novaehollandiae,Campephagidae
passeriformes_chloris_chloris_00088.jpg,Passeriformes,Chloris Chloris,Chloris Chloris
apodiformes_apus_apus_00125.jpg,Apodiformes,Apus Apus,Apus Apus
charadriiformes_haematopus_ostralegus_00170.jpg,Charadriiformes,Haematopus Ostralegus,Haematopus Ostralegus
charadriiformes_alle_alle_00000.jpg,Charadriiformes,Alle Alle,Alle Alle
ciconiiformes_ciconia_nigra_00050.jpg,Ciconiiformes,Ciconia Nigra,Ciconia Nigra
ciconiiformes_ardea_alba_00058.jpg,Ciconiiformes,Ardea Alba,Ardea Alba
galliformes_phasianus_colchicus_00038.jpg,Galliformes,Phasianus Colchicus,Phasianus Colchicus
gruiformes_crex_crex_00038.jpg,Gruiformes,Crex Crex,Crex Crex
passeriformes_zosterops_erythropleurus_00028.jpg,Passeriformes,Zosterops Erythropleurus,Zosterops sp.
galliformes_perdix_perdix_00087.jpg,Galliformes,Perdix Perdix,Perdix Perdix
charadriiformes_calidris_minuta_00073.jpg,Charadriiformes,Calidris Minuta,Calidris Minuta
galliformes_phasianus_colchicus_00082.jpg,Galliformes,Phasianus Colchicus,Phasianus Colchicus
passeriformes_saxicola_caprata_00019.jpg,Passeriformes,Saxicola Caprata,Saxicola sp.
anseriformes_aix_sponsa_00011.jpg,Anseriformes,Aix Sponsa,Aix Sponsa
passeriformes_corvus_frugilegus_00001.jpg,Passeriformes,Corvus Frugilegus,Corvus Frugilegus
charadriiformes_larus_fuscus_00115.jpg,Charadriiformes,Larus Fuscus,Larus Fuscus
passeriformes_acridotheres_tristis_00026.jpg,Passeriformes,Acridotheres Tristis,Sturnidae
accipitriformes_accipiter_gentilis_00074.jpg,Accipitriformes,Accipiter Gentilis,Accipiter Gentilis
galliformes_perdix_perdix_00035.jpg,Galliformes,Perdix Perdix,Perdix Perdix
strigiformes_asio_otus_00152.jpg,Strigiformes,Asio Otus,Asio Otus
anseriformes_anser_canagicus_00006.jpg,Anseriformes,Anser Canagicus,Anser Canagicus
apodiformes_apus_apus_00137.jpg,Apodiformes,Apus Apus,Apus Apus
anseriformes_chenonetta_jubata_00153.jpg,Anseriformes,Chenonetta Jubata,Chenonetta Jubata
strigiformes_asio_flammeus_00065.jpg,Strigiformes,Asio Flammeus,Asio Flammeus
anseriformes_aix_sponsa_00144.jpg,Anseriformes,Aix Sponsa,Aix Sponsa
anseriformes_chenonetta_jubata_00107.jpg,Anseriformes,Chenonetta Jubata,Chenonetta Jubata
accipitriformes_buteo_rufinus_00063.jpg,Accipitriformes,Buteo Rufinus,Buteo Rufinus
galliformes_syrmaticus_humiae_00032.jpg,Galliformes,Syrmaticus Humiae,Syrmaticus sp.
accipitriformes_circus_cyaneus_00182.jpg,Accipitriformes,Circus Cyaneus,Circus Cyaneus
accipitriformes_gyps_rueppelli_00003.jpg,Accipitriformes,Gyps Rueppelli,Accipitridae
passeriformes_sitta_neumayer_00023.jpg,Passeriformes,Sitta Neumayer,Sitta sp.
piciformes_picus_viridis_00003.jpg,Piciformes,Picus Viridis,Picus Viridis
galliformes_polyplectron_schleiermacheri_00010.jpg,Galliformes,Polyplectron Schleiermacheri,Polyplectron Schleiermacheri
charadriiformes_calidris_canutus_00117.jpg,Charadriiformes,Calidris Canutus,Calidris Canutus
accipitriformes_accipiter_nisus_00027.jpg,Accipitriformes,Accipiter Nisus,Accipiter Nisus
strigiformes_aegolius_funereus_00050.jpg,Strigiformes,Aegolius Funereus,Aegolius Funereus
anseriformes_anser_anser_00076.jpg,Anseriformes,Anser Anser,Anser Anser
phoenicopteriformes_phoenicopterus_roseus_00095.jpg,Phoenicopteriformes,Phoenicopterus Roseus,Phoenicopterus Roseus
charadriiformes_haematopus_ostralegus_00234.jpg,Charadriiformes,Haematopus Ostralegus,Haematopus Ostralegus
galliformes_polyplectron_schleiermacheri_00087.jpg,Galliformes,Polyplectron Schleiermacheri,Polyplectron Schleiermacheri
charadriiformes_calidris_alpina_00229.jpg,Charadriiformes,Calidris Alpina,Calidris Alpina
charadriiformes_sterna_paradisaea_00008.jpg,Charadriiformes,Sterna Paradisaea,Laridae
charadriiformes_calidris_canutus_00131.jpg,Charadriiformes,Calidris Canutus,Calidris Canutus
apodiformes_tachymarptis_melba_00044.jpg,Apodiformes,Tachymarptis Melba,Apodidae
anseriformes_callonetta_leucophrys_00077.jpg,Anseriformes,Callonetta Leucophrys,Callonetta Leucophrys
accipitriformes_accipiter_nisus_00249.jpg,Accipitriformes,Accipiter Nisus,Accipiter Nisus
charadriiformes_hydrocoloeus_minutus_00045.jpg,Charadriiformes,Hydrocoloeus Minutus,Hydrocoloeus Minutus
phoenicopteriformes_phoenicopterus_roseus_00067.jpg,Phoenicopteriformes,Phoenicopterus Roseus,Phoenicopterus Roseus
piciformes_picus_viridis_00166.jpg,Piciformes,Picus Viridis,Picus Viridis
apodiformes_apus_apus_00050.jpg,Apodiformes,Apus Apus,Apus Apus
anseriformes_chenonetta_jubata_00199.jpg,Anseriformes,Chenonetta Jubata,Chenonetta Jubata
passeriformes_sitta_frontalis_00002.jpg,Passeriformes,Sitta Frontalis,Sitta sp.
passeriformes_curruca_hortensis_00012.jpg,Passeriformes,Curruca Hortensis,Curruca sp.
anseriformes_aix_galericulata_00092.jpg,Anseriformes,Aix Galericulata,Aix Galericulata
passeriformes_garrulus_glandarius_00098.jpg,Passeriformes,Garrulus Glandarius,Garrulus Glandarius
apodiformes_phaethornis_superciliosus_00008.jpg,Apodiformes,Phaethornis Superciliosus,Trochilidae
piciformes_picus_viridis_00128.jpg,Piciformes,Picus Viridis,Picus Viridis
strigiformes_otus_bakkamoena_00036.jpg,Strigiformes,Otus Bakkamoena,Otus Bakkamoena
gaviiformes_gavia_pacifica_00085.jpg,Gaviiformes,Gavia Pacifica,Gavia Pacifica
passeriformes_sitta_neumayer_00017.jpg,Passeriformes,Sitta Neumayer,Sitta sp.
psittaciformes_agapornis_lilianae_00011.jpg,Psittaciformes,Agapornis Lilianae,Psittaculidae
ciconiiformes_ardea_alba_00074.jpg,Ciconiiformes,Ardea Alba,Ardea Alba
passeriformes_chloris_chloris_00052.jpg,Passeriformes,Chloris Chloris,Chloris Chloris
passeriformes_rhodopechys_sanguineus_00016.jpg,Passeriformes,Rhodopechys Sanguineus,Fringillidae
passeriformes_garrulus_glandarius_00067.jpg,Passeriformes,Garrulus Glandarius,Garrulus Glandarius
ciconiiformes_botaurus_stellaris_00183.jpg,Ciconiiformes,Botaurus Stellaris,Botaurus Stellaris
charadriiformes_calidris_alpina_00040.jpg,Charadriiformes,Calidris Alpina,Calidris Alpina
passeriformes_melospiza_melodia_00000.jpg,Passeriformes,Melospiza Melodia,Passerellidae
coraciiformes_alcedo_atthis_00116.jpg,Coraciiformes,Alcedo Atthis,Alcedo Atthis
anseriformes_anas_platyrhynchos_00173.jpg,Anseriformes,Anas Platyrhynchos,Anas Platyrhynchos
anseriformes_cygnus_olor_00007.jpg,Anseriformes,Cygnus Olor,Cygnus sp.
anseriformes_mergus_serrator_00076.jpg,Anseriformes,Mergus Serrator,Mergus Serrator
anseriformes_somateria_spectabilis_00018.jpg,Anseriformes,Somateria Spectabilis,Somateria sp.
passeriformes_oenanthe_deserti_00003.jpg,Passeriformes,Oenanthe Deserti,Muscicapidae
charadriiformes_alca_torda_00170.jpg,Charadriiformes,Alca Torda,Alca Torda
passeriformes_hippolais_icterina_00018.jpg,Passeriformes,Hippolais Icterina,Hippolais Icterina
passeriformes_acrocephalus_arundinaceus_00027.jpg,Passeriformes,Acrocephalus Arundinaceus,Acrocephalus sp.
charadriiformes_calidris_alpina_00022.jpg,Charadriiformes,Calidris Alpina,Calidris Alpina
passeriformes_melospiza_melodia_00004.jpg,Passeriformes,Melospiza Melodia,Passerellidae
passeriformes_riparia_riparia_00014.jpg,Passeriformes,Riparia Riparia,Riparia Riparia
charadriiformes_hydrocoloeus_minutus_00081.jpg,Charadriiformes,Hydrocoloeus Minutus,Hydrocoloeus Minutus
anseriformes_aix_sponsa_00018.jpg,Anseriformes,Aix Sponsa,Aix Sponsa
ciconiiformes_ciconia_ciconia_00089.jpg,Ciconiiformes,Ciconia Ciconia,Ciconia Ciconia
coraciiformes_megaceryle_torquata_00037.jpg,Coraciiformes,Megaceryle Torquata,Alcedinidae
charadriiformes_charadrius_dubius_00073.jpg,Charadriiformes,Charadrius Dubius,Charadrius Dubius
anseriformes_anas_crecca_00039.jpg,Anseriformes,Anas Crecca,Anas Crecca
charadriiformes_charadrius_hiaticula_00108.jpg,Charadriiformes,Charadrius Hiaticula,Charadrius Hiaticula
piciformes_picus_viridis_00043.jpg,Piciformes,Picus Viridis,Picus Viridis
caprimulgiformes_caprimulgus_climacurus_00101.jpg,Caprimulgiformes,Caprimulgus Climacurus,Caprimulgus Climacurus
anseriformes_spatula_clypeata_00025.jpg,Anseriformes,Spatula Clypeata,Spatula Clypeata
passeriformes_monticola_solitarius_00013.jpg,Passeriformes,Monticola Solitarius,Monticola Solitarius
charadriiformes_sterna_hirundo_00023.jpg,Charadriiformes,Sterna Hirundo,Sterna Hirundo
charadriiformes_chroicocephalus_ridibundus_00071.jpg,Charadriiformes,Chroicocephalus Ridibundus,Chroicocephalus Ridibundus
passeriformes_coracina_novaehollandiae_00011.jpg,Passeriformes,Coracina Novaehollandiae,Campephagidae
passeriformes_spinus_crassirostris_00001.jpg,Passeriformes,Spinus Crassirostris,Spinus sp.
charadriiformes_calidris_minuta_00076.jpg,Charadriiformes,Calidris Minuta,Calidris Minuta
charadriiformes_numenius_phaeopus_00013.jpg,Charadriiformes,Numenius Phaeopus,Numenius Phaeopus
ciconiiformes_egretta_garzetta_00010.jpg,Ciconiiformes,Egretta Garzetta,Ardeidae
anseriformes_callonetta_leucophrys_00023.jpg,Anseriformes,Callonetta Leucophrys,Callonetta Leucophrys
anseriformes_mareca_sibilatrix_00026.jpg,Anseriformes,Mareca Sibilatrix,Mareca sp.
ciconiiformes_ciconia_ciconia_00048.jpg,Ciconiiformes,Ciconia Ciconia,Ciconia Ciconia
passeriformes_aegithalos_caudatus_00028.jpg,Passeriformes,Aegithalos Caudatus,Aegithalos Caudatus
psittaciformes_neophema_pulchella_00020.jpg,Psittaciformes,Neophema Pulchella,Psittaculidae
accipitriformes_aquila_nipalensis_00042.jpg,Accipitriformes,Aquila Nipalensis,Aquila Nipalensis
passeriformes_garrulus_glandarius_00148.jpg,Passeriformes,Garrulus Glandarius,Garrulus Glandarius
piciformes_picus_viridis_00086.jpg,Piciformes,Picus Viridis,Picus Viridis
piciformes_picus_viridis_00091.jpg,Piciformes,Picus Viridis,Picus Viridis
piciformes_dendrocopos_leucotos_00016.jpg,Piciformes,Dendrocopos Leucotos,Dendrocopos sp.
strigiformes_otus_scops_00016.jpg,Strigiformes,Otus Scops,Otus Scops
charadriiformes_calidris_alpina_00136.jpg,Charadriiformes,Calidris Alpina,Calidris Alpina
ciconiiformes_botaurus_stellaris_00143.jpg,Ciconiiformes,Botaurus Stellaris,Botaurus Stellaris
accipitriformes_haliaeetus_albicilla_00032.jpg,Accipitriformes,Haliaeetus Albicilla,Haliaeetus Albicilla
strigiformes_tyto_alba_00137.jpg,Strigiformes,Tyto Alba,Tyto Alba
anseriformes_mergus_merganser_00083.jpg,Anseriformes,Mergus Merganser,Mergus Merganser
anseriformes_anas_platyrhynchos_00164.jpg,Anseriformes,Anas Platyrhynchos,Anas Platyrhynchos
anseriformes_aix_sponsa_00019.jpg,Anseriformes,Aix Sponsa,Aix Sponsa
coraciiformes_coracias_cyanogaster_00007.jpg,Coraciiformes,Coracias Cyanogaster,Coracias Cyanogaster
passeriformes_acrocephalus_arundinaceus_00020.jpg,Passeriformes,Acrocephalus Arundinaceus,Acrocephalus sp.
anseriformes_chenonetta_jubata_00172.jpg,Anseriformes,Chenonetta Jubata,Chenonetta Jubata
anseriformes_aythya_affinis_00017.jpg,Anseriformes,Aythya Affinis,Aythya Affinis
charadriiformes_calidris_canutus_00035.jpg,Charadriiformes,Calidris Canutus,Calidris Canutus
passeriformes_phoenicurus_auroreus_00025.jpg,Passeriformes,Phoenicurus Auroreus,Phoenicurus sp.
passeriformes_acrocephalus_palustris_00014.jpg,Passeriformes,Acrocephalus Palustris,Acrocephalus Palustris
columbiformes_oena_capensis_00014.jpg,Columbiformes,Oena Capensis,Columbidae
passeriformes_zoothera_aurea_00019.jpg,Passeriformes,Zoothera Aurea,Zoothera Aurea
accipitriformes_aquila_chrysaetos_00104.jpg,Accipitriformes,Aquila Chrysaetos,Aquila Chrysaetos
passeriformes_spinus_spinus_00007.jpg,Passeriformes,Spinus Spinus,Spinus sp.
passeriformes_bombycilla_cedrorum_00033.jpg,Passeriformes,Bombycilla Cedrorum,Bombycilla Cedrorum
passeriformes_chloris_chloris_00145.jpg,Passeriformes,Chloris Chloris,Chloris Chloris
charadriiformes_tringa_totanus_00047.jpg,Charadriiformes,Tringa Totanus,Tringa Totanus
passeriformes_sitta_frontalis_00042.jpg,Passeriformes,Sitta Frontalis,Sitta sp.
ciconiiformes_ixobrychus_cinnamomeus_00012.jpg,Ciconiiformes,Ixobrychus Cinnamomeus,Ardeidae
passeriformes_lanius_excubitor_00023.jpg,Passeriformes,Lanius Excubitor,Lanius Excubitor
accipitriformes_accipiter_nisus_00041.jpg,Accipitriformes,Accipiter Nisus,Accipiter Nisus
passeriformes_sylvia_atricapilla_00014.jpg,Passeriformes,Sylvia Atricapilla,Sylvia sp.
passeriformes_regulus_regulus_00071.jpg,Passeriformes,Regulus Regulus,Regulus Regulus
apodiformes_apus_apus_00023.jpg,Apodiformes,Apus Apus,Apus Apus
passeriformes_riparia_riparia_00043.jpg,Passeriformes,Riparia Riparia,Riparia Riparia
galliformes_crossoptilon_crossoptilon_00013.jpg,Galliformes,Crossoptilon Crossoptilon,Crossoptilon sp.
galliformes_alectoris_rufa_00002.jpg,Galliformes,Alectoris Rufa,Alectoris sp.
charadriiformes_larus_fuscus_00187.jpg,Charadriiformes,Larus Fuscus,Larus Fuscus
apodiformes_archilochus_colubris_00038.jpg,Apodiformes,Archilochus Colubris,Trochilidae
columbiformes_treron_sieboldii_00030.jpg,Columbiformes,Treron Sieboldii,Treron Sieboldii
passeriformes_sylvia_atricapilla_00045.jpg,Passeriformes,Sylvia Atricapilla,Sylvia sp.
strigiformes_asio_flammeus_00061.jpg,Strigiformes,Asio Flammeus,Asio Flammeus
accipitriformes_pandion_haliaetus_00053.jpg,Accipitriformes,Pandion Haliaetus,Pandion Haliaetus
passeriformes_saxicola_rubetra_00044.jpg,Passeriformes,Saxicola Rubetra,Saxicola sp.
passeriformes_pericrocotus_flammeus_00020.jpg,Passeriformes,Pericrocotus Flammeus,Pericrocotus Flammeus
galliformes_tetrao_urogallus_00016.jpg,Galliformes,Tetrao Urogallus,Tetrao Urogallus
anseriformes_anser_rossii_00019.jpg,Anseriformes,Anser Rossii,Anatidae
anseriformes_callonetta_leucophrys_00097.jpg,Anseriformes,Callonetta Leucophrys,Callonetta Leucophrys
charadriiformes_hydrocoloeus_minutus_00054.jpg,Charadriiformes,Hydrocoloeus Minutus,Hydrocoloeus Minutus
anseriformes_chenonetta_jubata_00184.jpg,Anseriformes,Chenonetta Jubata,Chenonetta Jubata
anseriformes_tadorna_ferruginea_00012.jpg,Anseriformes,Tadorna Ferruginea,Tadorna sp.
charadriiformes_haematopus_ostralegus_00043.jpg,Charadriiformes,Haematopus Ostralegus,Haematopus Ostralegus
anseriformes_chenonetta_jubata_00170.jpg,Anseriformes,Chenonetta Jubata,Chenonetta Jubata
anseriformes_anser_brachyrhynchus_00003.jpg,Anseriformes,Anser Brachyrhynchus,Anser Brachyrhynchus
charadriiformes_larus_crassirostris_00119.jpg,Charadriiformes,Larus Crassirostris,Larus Crassirostris
charadriiformes_numenius_arquata_00027.jpg,Charadriiformes,Numenius Arquata,Numenius Arquata
accipitriformes_circus_cyaneus_00040.jpg,Accipitriformes,Circus Cyaneus,Circus Cyaneus
strigiformes_strix_aluco_00069.jpg,Strigiformes,Strix Aluco,Strix Aluco
charadriiformes_haematopus_ostralegus_00128.jpg,Charadriiformes,Haematopus Ostralegus,Haematopus Ostralegus
accipitriformes_milvus_milvus_00024.jpg,Accipitriformes,Milvus Milvus,Milvus Milvus
strigiformes_asio_otus_00098.jpg,Strigiformes,Asio Otus,Asio Otus
galliformes_crossoptilon_mantchuricum_00001.jpg,Galliformes,Crossoptilon Mantchuricum,Crossoptilon sp.
strigiformes_strix_aluco_00134.jpg,Strigiformes,Strix Aluco,Strix Aluco
passeriformes_luscinia_megarhynchos_00005.jpg,Passeriformes,Luscinia Megarhynchos,Luscinia Megarhynchos
anseriformes_aythya_marila_00009.jpg,Anseriformes,Aythya Marila,Aythya Marila
passeriformes_mandingoa_nitidula_00011.jpg,Passeriformes,Mandingoa Nitidula,Estrildidae
psittaciformes_psittacula_cyanocephala_00009.jpg,Psittaciformes,Psittacula Cyanocephala,Psittaculidae
ciconiiformes_ardea_alba_00084.jpg,Ciconiiformes,Ardea Alba,Ardea Alba
anseriformes_anser_anser_00086.jpg,Anseriformes,Anser Anser,Anser Anser
passeriformes_carduelis_carduelis_00218.jpg,Passeriformes,Carduelis Carduelis,Carduelis Carduelis
apodiformes_archilochus_colubris_00016.jpg,Apodiformes,Archilochus Colubris,Trochilidae
passeriformes_lanius_excubitor_00011.jpg,Passeriformes,Lanius Excubitor,Lanius Excubitor
anseriformes_aix_sponsa_00073.jpg,Anseriformes,Aix Sponsa,Aix Sponsa
accipitriformes_circus_cyaneus_00099.jpg,Accipitriformes,Circus Cyaneus,Circus Cyaneus
galliformes_accipiter_gularis_00032.jpg,Galliformes,Accipiter Gularis,Accipitridae
anseriformes_aix_galericulata_00145.jpg,Anseriformes,Aix Galericulata,Aix Galericulata
anseriformes_anser_canagicus_00047.jpg,Anseriformes,Anser Canagicus,Anser Canagicus
galliformes_phasianus_colchicus_00011.jpg,Galliformes,Phasianus Colchicus,Phasianus Colchicus
columbiformes_phaps_chalcoptera_00019.jpg,Columbiformes,Phaps Chalcoptera,Columbidae
anseriformes_branta_canadensis_00015.jpg,Anseriformes,Branta Canadensis,Branta sp.
accipitriformes_accipiter_nisus_00049.jpg,Accipitriformes,Accipiter Nisus,Accipiter Nisus
coraciiformes_alcedo_atthis_00032.jpg,Coraciiformes,Alcedo Atthis,Alcedo Atthis
charadriiformes_actitis_hypoleucos_00033.jpg,Charadriiformes,Actitis Hypoleucos,Actitis Hypoleucos
passeriformes_griseotyrannus_aurantioatrocristatus_00007.jpg,Passeriformes,Griseotyrannus Aurantioatrocristatus,Tyrannidae
accipitriformes_accipiter_gentilis_00191.jpg,Accipitriformes,Accipiter Gentilis,Accipiter Gentilis
gaviiformes_gavia_stellata_00024.jpg,Gaviiformes,Gavia Stellata,Gavia sp.
passeriformes_spinus_spinus_00012.jpg,Passeriformes,Spinus Spinus,Spinus sp.
galliformes_phasianus_colchicus_00155.jpg,Galliformes,Phasianus Colchicus,Phasianus Colchicus
charadriiformes_haematopus_ostralegus_00088.jpg,Charadriiformes,Haematopus Ostralegus,Haematopus Ostralegus
passeriformes_locustella_naevia_00021.jpg,Passeriformes,Locustella Naevia,Locustella sp.
anseriformes_aythya_affinis_00012.jpg,Anseriformes,Aythya Affinis,Aythya Affinis
anseriformes_somateria_spectabilis_00007.jpg,Anseriformes,Somateria Spectabilis,Somateria sp.
accipitriformes_accipiter_nisus_00147.jpg,Accipitriformes,Accipiter Nisus,Accipiter Nisus
ciconiiformes_bubulcus_ibis_00016.jpg,Ciconiiformes,Bubulcus Ibis,Ardeidae
accipitriformes_buteo_buteo_00062.jpg,Accipitriformes,Buteo Buteo,Buteo Buteo
passeriformes_tchagra_australis_00015.jpg,Passeriformes,Tchagra Australis,Tchagra sp.
ciconiiformes_botaurus_stellaris_00049.jpg,Ciconiiformes,Botaurus Stellaris,Botaurus Stellaris
passeriformes_loxia_leucoptera_00041.jpg,Passeriformes,Loxia Leucoptera,Loxia Leucoptera
galliformes_perdix_perdix_00048.jpg,Galliformes,Perdix Perdix,Perdix Perdix
charadriiformes_calidris_alpina_00062.jpg,Charadriiformes,Calidris Alpina,Calidris Alpina
phoenicopteriformes_phoenicopterus_roseus_00040.jpg,Phoenicopteriformes,Phoenicopterus Roseus,Phoenicopterus Roseus
anseriformes_aythya_affinis_00052.jpg,Anseriformes,Aythya Affinis,Aythya Affinis
passeriformes_zoothera_aurea_00027.jpg,Passeriformes,Zoothera Aurea,Zoothera Aurea
passeriformes_pericrocotus_flammeus_00031.jpg,Passeriformes,Pericrocotus Flammeus,Pericrocotus Flammeus
passeriformes_zosterops_erythropleurus_00010.jpg,Passeriformes,Zosterops Erythropleurus,Zosterops sp.
passeriformes_tchagra_australis_00016.jpg,Passeriformes,Tchagra Australis,Tchagra sp.
charadriiformes_calidris_alpina_00079.jpg,Charadriiformes,Calidris Alpina,Calidris Alpina
accipitriformes_milvus_milvus_00079.jpg,Accipitriformes,Milvus Milvus,Milvus Milvus
passeriformes_cyanerpes_cyaneus_00000.jpg,Passeriformes,Cyanerpes Cyaneus,Thraupidae
accipitriformes_accipiter_gentilis_00178.jpg,Accipitriformes,Accipiter Gentilis,Accipiter Gentilis
piciformes_melanerpes_pucherani_00016.jpg,Piciformes,Melanerpes Pucherani,Picidae
accipitriformes_accipiter_nisus_00142.jpg,Accipitriformes,Accipiter Nisus,Accipiter Nisus
passeriformes_spermestes_fringilloides_00007.jpg,Passeriformes,Spermestes Fringilloides,Estrildidae
passeriformes_pycnonotus_barbatus_00004.jpg,Passeriformes,Pycnonotus Barbatus,Pycnonotus Barbatus
ciconiiformes_botaurus_stellaris_00134.jpg,Ciconiiformes,Botaurus Stellaris,Botaurus Stellaris
columbiformes_geopelia_cuneata_00019.jpg,Columbiformes,Geopelia Cuneata,Columbidae
passeriformes_rhodopechys_sanguineus_00003.jpg,Passeriformes,Rhodopechys Sanguineus,Fringillidae
accipitriformes_buteo_buteo_00030.jpg,Accipitriformes,Buteo Buteo,Buteo Buteo
passeriformes_riparia_riparia_00005.jpg,Passeriformes,Riparia Riparia,Riparia Riparia
anseriformes_tadorna_tadorna_00036.jpg,Anseriformes,Tadorna Tadorna,Tadorna sp.
anseriformes_bucephala_islandica_00005.jpg,Anseriformes,Bucephala Islandica,Bucephala sp.
passeriformes_aegithalos_caudatus_00045.jpg,Passeriformes,Aegithalos Caudatus,Aegithalos Caudatus
caprimulgiformes_caprimulgus_europaeus_00192.jpg,Caprimulgiformes,Caprimulgus Europaeus,Caprimulgus Europaeus
passeriformes_ramphocoris_clotbey_00013.jpg,Passeriformes,Ramphocoris Clotbey,Alaudidae
passeriformes_corvus_monedula_00019.jpg,Passeriformes,Corvus Monedula,Corvus sp.
psittaciformes_amazona_ochrocephala_00034.jpg,Psittaciformes,Amazona Ochrocephala,Amazona Ochrocephala
passeriformes_pseudopodoces_humilis_00004.jpg,Passeriformes,Pseudopodoces Humilis,Paridae
passeriformes_pycnonotus_xanthopygos_00016.jpg,Passeriformes,Pycnonotus Xanthopygos,Pycnonotus sp.
passeriformes_anthus_pratensis_00015.jpg,Passeriformes,Anthus Pratensis,Motacillidae
piciformes_picus_viridis_00152.jpg,Piciformes,Picus Viridis,Picus Viridis
passeriformes_zoothera_aurea_00029.jpg,Passeriformes,Zoothera Aurea,Zoothera Aurea
anseriformes_aythya_collaris_00004.jpg,Anseriformes,Aythya Collaris,Aythya sp.
